step,t,t_T1,Xi2_KU,Xi2_W
198,3.96,3.96,0.9999809647554088,7.063234130650383
199,3.98,3.98,0.9999820027580988,7.063814190924843
200,4.0,4.0,0.9999861641612234,7.06726312015918
201,4.0200000000000005,4.0200000000000005,0.9999895354366974,7.070423962736382
202,4.04,4.04,0.9999909802738925,7.07169299855964
203,4.0600000000000005,4.0600000000000005,0.9999939811464132,7.0744425869370255
204,4.08,4.08,0.9999939816041808,7.074320274172803
205,4.1,4.1,0.9999961380392183,7.07692600293821
206,4.12,4.12,0.9999976264020313,7.078982030150472
207,4.14,4.14,0.9999966348263928,7.07937467354267
208,4.16,4.16,0.9999981998445766,7.079703053574033
209,4.18,4.18,0.9999982957913178,7.080146966205365
210,4.2,4.2,0.9999979312555591,7.078681518932201
211,4.22,4.22,0.9999969370443318,7.077408642225587
212,4.24,4.24,0.9999961903371545,7.076049753913598
213,4.26,4.26,0.9999972703135473,7.077053273785857
214,4.28,4.28,0.9999967453140498,7.0760674831143175
215,4.3,4.3,0.9999972744350264,7.076635734610852
216,4.32,4.32,0.9999983105718235,7.078142992545123
217,4.34,4.34,0.9999974918196912,7.076683354871451
218,4.36,4.36,0.9999984033469612,7.07801988449555
219,4.38,4.38,0.9999983681706888,7.078301832926094
220,4.4,4.4,0.9999991684403315,7.079621149091599
221,4.42,4.42,0.9999991710407913,7.08036585605661
222,4.44,4.44,0.9999991090883072,7.080485013007672
223,4.46,4.46,0.9999988770899303,7.078871839630401
224,4.48,4.48,0.999999256006503,7.079123700764254
225,4.5,4.5,0.9999996917160897,7.079799232552897
226,4.5200000000000005,4.5200000000000005,0.9999996778463314,7.079799746567718
227,4.54,4.54,0.999999797343395,7.0798463781466685
228,4.5600000000000005,4.5600000000000005,0.9999998716144094,7.079956346606667
229,4.58,4.58,0.9999998813861833,7.079903481393553
230,4.6000000000000005,4.6000000000000005,0.9999999335440607,7.079959484460434
231,4.62,4.62,0.9999999111890239,7.079979980890207
232,4.64,4.64,0.9999999381687066,7.079915001832909
233,4.66,4.66,0.9999999183599532,7.079861180028981
234,4.68,4.68,0.999999940015324,7.079917937515606
235,4.7,4.7,0.9999999289285724,7.079905436379089
236,4.72,4.72,0.9999999320904077,7.079870909429544
237,4.74,4.74,0.999999912231591,7.079806783570941
238,4.76,4.76,0.9999999385332984,7.079855370640916
239,4.78,4.78,0.9999999312675278,7.079835266350073
240,4.8,4.8,0.9999999255387,7.0798122475042815
241,4.82,4.82,0.9999999392877631,7.07984797071604
242,4.84,4.84,0.9999999144846954,7.079772260382998
243,4.86,4.86,0.9999999069350706,7.079737704445085
244,4.88,4.88,0.999999889188956,7.079683807567143
245,4.9,4.9,0.9999998698932828,7.079640811030125
246,4.92,4.92,0.9999998065023664,7.079462879094661
247,4.94,4.94,0.9999996703403182,7.078967830732823
248,4.96,4.96,0.9999997365142939,7.079142986450518
249,4.98,4.98,0.999999696367793,7.078979179360299
250,5.0,5.0,0.9999996976348617,7.078956651352834
251,5.0200000000000005,5.0200000000000005,0.9999997803293895,7.079230362982944
252,5.04,5.04,0.9999997330196558,7.079034737334328
253,5.0600000000000005,5.0600000000000005,0.9999997138741031,7.078928315179816
254,5.08,5.08,0.9999998125239131,7.079284761863952
255,5.1000000000000005,5.1000000000000005,0.9999998400030681,7.079376267549406
256,5.12,5.12,0.9999998982508592,7.079592187044305
257,5.14,5.14,0.9999999124491312,7.079639898087724
258,5.16,5.16,0.9999999194981823,7.07966797933074
259,5.18,5.18,0.9999997970179924,7.0791002694942735
260,5.2,5.2,0.9999997467460401,7.07884297910839
261,5.22,5.22,0.9999998780345346,7.079430490723809
262,5.24,5.24,0.9999998792671589,7.079418836854854
263,5.26,5.26,0.9999998894429923,7.079451873676998
264,5.28,5.28,0.9999998614602488,7.079295070448442
265,5.3,5.3,0.9999997994794984,7.078945699311508
266,5.32,5.32,0.9999997521042503,7.07865574099774
267,5.34,5.34,0.9999998688090068,7.0792745760128515
268,5.36,5.36,0.9999999065040973,7.079470105499451
269,5.38,5.38,0.99999993733955,7.079635475388716
270,5.4,5.4,0.9999999707285591,7.079826947308674
271,5.42,5.42,0.999999970624799,7.079821003462522
272,5.44,5.44,0.9999999802317658,7.0798770082093565
273,5.46,5.46,0.9999999766206856,7.07985010862223
274,5.48,5.48,0.9999999711192578,7.079810125236864
275,5.5,5.5,0.9999999809294157,7.0798720543939915
276,5.5200000000000005,5.5200000000000005,0.9999999919373347,7.079945611026228
277,5.54,5.54,0.9999999916882851,7.079942656876573
278,5.5600000000000005,5.5600000000000005,0.9999999924693033,7.079947608090495
279,5.58,5.58,0.9999999933120022,7.079952308772887
280,5.6000000000000005,5.6000000000000005,0.9999999964719711,7.079974116181665
281,5.62,5.62,0.9999999963819364,7.079972226427166
282,5.64,5.64,0.9999999966951763,7.0799735093036205
283,5.66,5.66,0.9999999960438564,7.079967187623509
284,5.68,5.68,0.9999999963111535,7.07996847778978
285,5.7,5.7,0.9999999956493327,7.079961723711168
286,5.72,5.72,0.9999999957852341,7.079961684162619
287,5.74,5.74,0.9999999857766508,7.0798671545147895
288,5.76,5.76,0.999999987112412,7.079876402469522
289,5.78,5.78,0.9999999902091754,7.079903599942517
290,5.8,5.8,0.9999999913361276,7.0799123640579715
291,5.82,5.82,0.9999999892609188,7.079888406136032
292,5.84,5.84,0.9999999780360476,7.079765450857405
293,5.86,5.86,0.9999999715052668,7.079687890738094
294,5.88,5.88,0.9999999904123114,7.079892166564946
295,5.9,5.9,0.999999992408971,7.079912281641872
296,5.92,5.92,0.9999999961904834,7.079954766856702
297,5.94,5.94,0.9999999972157699,7.079966081937879
298,5.96,5.96,0.9999999975310707,7.079969027435578
299,5.98,5.98,0.9999999985982173,7.079981830259311
300,6.0,6.0,0.9999999972813639,7.0799639629023
301,6.0200000000000005,6.0200000000000005,0.9999999981296191,7.079974601276913
302,6.04,6.04,0.9999999987273435,7.079982253118073
303,6.0600000000000005,6.0600000000000005,0.999999999211388,7.079988710909915
304,6.08,6.08,0.9999999984768305,7.079977636008778
305,6.1000000000000005,6.1000000000000005,0.9999999990699563,7.079985960880038
306,6.12,6.12,0.9999999986594704,7.0799792186398465
307,6.140000000000001,6.140000000000001,0.999999998579889,7.079977431662147
308,6.16,6.16,0.9999999977671489,7.079963546478248
309,6.18,6.18,0.9999999978934889,7.07996474708531
310,6.2,6.2,0.9999999983142018,7.079971065487354
311,6.22,6.22,0.9999999989366654,7.079981234747947
312,6.24,6.24,0.9999999990790461,7.079983307341032
313,6.26,6.26,0.9999999987090162,7.079976010766505
314,6.28,6.28,0.9999999982185207,7.079966025590732
315,6.3,6.3,0.9999999995490441,7.079991142847494
316,6.32,6.32,0.9999999994966686,7.079989847417571
317,6.34,6.34,0.9999999996821358,7.0799933815991585
318,6.36,6.36,0.9999999997382752,7.079994399253946
319,6.38,6.38,0.9999999998788662,7.079997334663001
320,6.4,6.4,0.999999999807908,7.079995669206515
321,6.42,6.42,0.9999999997596899,7.079994450460967
322,6.44,6.44,0.9999999998727628,7.079996977006691
323,6.46,6.46,0.9999999998315983,7.079995886796997
324,6.48,6.48,0.9999999998895724,7.07999723211243
325,6.5,6.5,0.9999999999263481,7.07999810901865
326,6.5200000000000005,6.5200000000000005,0.9999999999486523,7.079998651479286
327,6.54,6.54,0.9999999999270126,7.079998033964424
328,6.5600000000000005,6.5600000000000005,0.9999999999449527,7.079998480952346
329,6.58,6.58,0.999999999954855,7.079998719515381
330,6.6000000000000005,6.6000000000000005,0.9999999999593341,7.079998810083031
331,6.62,6.62,0.9999999999638846,7.079998915163933
332,6.640000000000001,6.640000000000001,0.9999999999748843,7.079999229608943
333,6.66,6.66,0.999999999981405,7.079999414046618
334,6.68,6.68,0.9999999999872194,7.0799995918856515
335,6.7,6.7,0.9999999999917668,7.079999741991916
336,6.72,6.72,0.9999999999911096,7.0799997093752305
337,6.74,6.74,0.999999999991782,7.079999722757588
338,6.76,6.76,0.9999999999940289,7.079999793809962
339,6.78,6.78,0.9999999999930762,7.0799997550653195
340,6.8,6.8,0.9999999999908807,7.07999966241268
341,6.82,6.82,0.9999999999943711,7.079999788420383
342,6.84,6.84,0.9999999999966893,7.079999873330751
343,6.86,6.86,0.9999999999974922,7.079999902271535
344,6.88,6.88,0.9999999999984395,7.079999938170599
345,6.9,6.9,0.9999999999978618,7.079999912758048
346,6.92,6.92,0.9999999999983328,7.079999931633725
347,6.94,6.94,0.9999999999983656,7.079999930661627
348,6.96,6.96,0.9999999999975911,7.079999891260593
349,6.98,6.98,0.9999999999981084,7.079999910962114
350,7.0,7.0,0.9999999999977984,7.079999892461646
351,7.0200000000000005,7.0200000000000005,0.9999999999976363,7.0799998815358585
352,7.04,7.04,0.9999999999968913,7.0799998400546205
353,7.0600000000000005,7.0600000000000005,0.9999999999961701,7.079999795876379
354,7.08,7.08,0.9999999999930773,7.079999618938864
355,7.1000000000000005,7.1000000000000005,0.9999999999971625,7.0799998409205624
356,7.12,7.12,0.9999999999981333,7.079999893123759
357,7.140000000000001,7.140000000000001,0.9999999999984365,7.079999908453532
358,7.16,7.16,0.9999999999976089,7.0799998551716135
359,7.18,7.18,0.9999999999988112,7.07999992715187
360,7.2,7.2,0.9999999999989565,7.079999936547137
361,7.22,7.22,0.9999999999991421,7.079999944977141
362,7.24,7.24,0.9999999999991949,7.0799999458780825
363,7.26,7.26,0.9999999999989418,7.0799999264414195
364,7.28,7.28,0.9999999999989231,7.079999923045022
365,7.3,7.3,0.9999999999980287,7.079999855258569
366,7.32,7.32,0.9999999999986277,7.079999896423974
367,7.34,7.34,0.9999999999989911,7.079999922156444
368,7.36,7.36,0.9999999999986425,7.07999989231187
369,7.38,7.38,0.9999999999977329,7.0799998143851575
370,7.4,7.4,0.9999999999981177,7.079999841629983
371,7.42,7.42,0.9999999999985305,7.079999873199052
372,7.44,7.44,0.9999999999987124,7.079999886087027
373,7.46,7.46,0.999999999998763,7.0799998874587855
374,7.48,7.48,0.9999999999990724,7.079999913416803
375,7.5,7.5,0.9999999999995042,7.079999952510649
376,7.5200000000000005,7.5200000000000005,0.9999999999995517,7.0799999554775965
377,7.54,7.54,0.9999999999996169,7.079999961013437
378,7.5600000000000005,7.5600000000000005,0.999999999999782,7.079999977263529
379,7.58,7.58,0.9999999999998387,7.079999982857953
380,7.6000000000000005,7.6000000000000005,0.9999999999999359,7.079999992828831
381,7.62,7.62,0.9999999999999116,7.079999989981326
382,7.640000000000001,7.640000000000001,0.9999999999999422,7.079999993275879
383,7.66,7.66,0.9999999999999402,7.079999992999782
384,7.68,7.68,0.9999999999999412,7.0799999930703
385,7.7,7.7,0.9999999999999697,7.079999996454377
386,7.72,7.72,0.9999999999999654,7.0799999958506055
387,7.74,7.74,0.9999999999999821,7.079999997806409
388,7.76,7.76,0.9999999999999869,7.0799999983251345
389,7.78,7.78,0.9999999999999865,7.0799999980317265
390,7.8,7.8,0.9999999999999905,7.079999998608677
391,7.82,7.82,0.9999999999999909,7.0799999987227045
392,7.84,7.84,0.9999999999999915,7.079999998780871
393,7.86,7.86,0.9999999999999916,7.079999998859067
394,7.88,7.88,0.9999999999999929,7.079999998942797
395,7.9,7.9,0.999999999999988,7.079999998221275
396,7.92,7.92,0.9999999999999861,7.0799999978862695
397,7.94,7.94,0.9999999999999869,7.079999997936961
398,7.96,7.96,0.9999999999999848,7.079999997582379
399,7.98,7.98,0.9999999999999771,7.079999996011767
400,8.0,8.0,0.999999999999991,7.079999998561373
401,8.02,8.02,0.999999999999988,7.079999997869992
402,8.040000000000001,8.040000000000001,0.9999999999999925,7.079999998644684
403,8.06,8.06,0.9999999999999943,7.079999999062193
404,8.08,8.08,0.9999999999999939,7.079999998926686
405,8.1,8.1,0.9999999999999934,7.079999998797692
406,8.120000000000001,8.120000000000001,0.9999999999999949,7.079999999015032
407,8.14,8.14,0.9999999999999939,7.079999998673471
408,8.16,8.16,0.9999999999999961,7.079999999075666
409,8.18,8.18,0.9999999999999954,7.079999999020563
410,8.2,8.2,0.9999999999999958,7.079999999126118
411,8.22,8.22,0.9999999999999943,7.079999998661902
412,8.24,8.24,0.9999999999999933,7.079999998499525
413,8.26,8.26,0.9999999999999861,7.079999996520506
414,8.28,8.28,0.9999999999999908,7.079999997725449
415,8.3,8.3,0.999999999999994,7.079999998585497
416,8.32,8.32,0.9999999999999949,7.079999998836502
417,8.34,8.34,0.9999999999999969,7.079999999309474
418,8.36,8.36,0.9999999999999964,7.079999999186872
419,8.38,8.38,0.9999999999999958,7.079999998826171
420,8.4,8.4,0.9999999999999943,7.079999998545514
421,8.42,8.42,0.9999999999999933,7.079999998181571
422,8.44,8.44,0.9999999999999944,7.079999998529272
423,8.46,8.46,0.9999999999999942,7.079999998352105
424,8.48,8.48,0.9999999999999916,7.079999997396445
425,8.5,8.5,0.9999999999999909,7.079999997122082
426,8.52,8.52,0.9999999999999934,7.079999998111157
427,8.540000000000001,8.540000000000001,0.9999999999999885,7.079999996123128
428,8.56,8.56,0.9999999999999942,7.079999998351152
429,8.58,8.58,0.9999999999999949,7.079999998468107
430,8.6,8.6,0.9999999999999966,7.079999998740956
431,8.620000000000001,8.620000000000001,0.9999999999999974,7.079999998921684
432,8.64,8.64,0.999999999999997,7.079999998861585
433,8.66,8.66,0.9999999999999974,7.079999998952844
434,8.68,8.68,0.9999999999999983,7.0799999993178275
435,8.700000000000001,8.700000000000001,0.999999999999998,7.079999999274882
436,8.72,8.72,0.999999999999999,7.0799999997544285
437,8.74,8.74,0.999999999999999,7.079999999904897
438,8.76,8.76,0.9999999999999996,7.0799999999090435
439,8.78,8.78,0.9999999999999997,7.0799999999778445
440,8.8,8.8,0.9999999999999999,7.07999999999035
441,8.82,8.82,1.0000000000000002,7.0799999999882495
442,8.84,8.84,0.9999999999999993,7.079999999990683
443,8.86,8.86,0.9999999999999987,7.079999999992908
444,8.88,8.88,0.9999999999999983,7.07999999999322
445,8.9,8.9,0.9999999999999989,7.0799999999962715
446,8.92,8.92,0.9999999999999994,7.079999999994435
447,8.94,8.94,1.0,7.07999999999689
448,8.96,8.96,1.0,7.079999999996106
449,8.98,8.98,0.9999999999999997,7.079999999996358
450,9.0,9.0,1.0,7.079999999996573
451,9.02,9.02,0.9999999999999999,7.0799999999981
452,9.040000000000001,9.040000000000001,0.9999999999999997,7.079999999997437
453,9.06,9.06,0.9999999999999996,7.079999999998396
454,9.08,9.08,0.9999999999999996,7.079999999998064
455,9.1,9.1,0.9999999999999999,7.0799999999966765
456,9.120000000000001,9.120000000000001,0.9999999999999999,7.0799999999949215
457,9.14,9.14,0.9999999999999999,7.079999999995968
458,9.16,9.16,0.9999999999999997,7.07999999999545
459,9.18,9.18,1.0,7.079999999995093
460,9.200000000000001,9.200000000000001,1.0000000000000002,7.07999999999692
461,9.22,9.22,0.9999999999999997,7.079999999996935
462,9.24,9.24,1.0,7.079999999996323
463,9.26,9.26,0.9999999999999991,7.079999999995472
464,9.28,9.28,0.999999999999999,7.079999999992647
465,9.3,9.3,0.9999999999999991,7.079999999994426
466,9.32,9.32,0.9999999999999993,7.079999999996445
467,9.34,9.34,0.9999999999999984,7.0799999999971055
468,9.36,9.36,0.999999999999997,7.079999999997326
469,9.38,9.38,0.9999999999999968,7.079999999997581
470,9.4,9.4,0.9999999999999922,7.07999999999895
471,9.42,9.42,0.9999999999999878,7.07999999999925
472,9.44,9.44,0.9999999999999919,7.079999999999581
473,9.46,9.46,0.9999999999999908,7.07999999999948
474,9.48,9.48,0.999999999999992,7.079999999999126
475,9.5,9.5,0.9999999999999925,7.079999999999532
476,9.52,9.52,0.9999999999999912,7.079999999999676
477,9.540000000000001,9.540000000000001,0.9999999999999889,7.079999999999846
478,9.56,9.56,0.9999999999999898,7.0799999999995125
479,9.58,9.58,0.9999999999999956,7.079999999999224
480,9.6,9.6,0.9999999999999958,7.079999999999756
481,9.620000000000001,9.620000000000001,0.9999999999999951,7.079999999999724
482,9.64,9.64,0.9999999999999956,7.079999999999697
483,9.66,9.66,0.999999999999993,7.079999999999858
484,9.68,9.68,0.9999999999999926,7.079999999999866
485,9.700000000000001,9.700000000000001,0.9999999999999944,7.079999999999846
486,9.72,9.72,0.9999999999999959,7.0799999999998535
487,9.74,9.74,0.9999999999999976,7.079999999999859
488,9.76,9.76,0.9999999999999984,7.079999999999803
489,9.78,9.78,0.9999999999999983,7.0799999999999015
490,9.8,9.8,0.9999999999999986,7.079999999999894
491,9.82,9.82,0.9999999999999991,7.079999999999881
492,9.84,9.84,0.9999999999999991,7.079999999999911
493,9.86,9.86,0.9999999999999993,7.079999999999918
