step,t,t_T1,Conc_pair_mean,Xi2_KU,Xi2_W
267,5.34,5.34,0.0,0.999999981209537,7.40261325039255
268,5.36,5.36,0.0,0.9999999825299875,7.403500821611976
269,5.38,5.38,0.0,0.9999999825916066,7.408090259121493
270,5.4,5.4,0.0,0.9999999845886021,7.397220534048737
271,5.42,5.42,0.0,0.9999999852163272,7.3990129127903925
272,5.44,5.44,0.0,0.9999999863403929,7.403136354724957
273,5.46,5.46,0.0,0.9999999878745777,7.402605621652568
274,5.48,5.48,0.0,0.9999999904662751,7.408615012063962
275,5.5,5.5,0.0,0.9999999904824789,7.407283395316822
276,5.5200000000000005,5.5200000000000005,0.0,0.9999999908215526,7.412060524081933
277,5.54,5.54,0.0,0.9999999919729723,7.413059683665327
278,5.5600000000000005,5.5600000000000005,0.0,0.9999999929809117,7.414930817486606
279,5.58,5.58,0.0,0.9999999921657898,7.412442326087248
280,5.6000000000000005,5.6000000000000005,0.0,0.9999999919061092,7.406848896336335
281,5.62,5.62,0.0,0.9999999927554647,7.409441739125909
282,5.64,5.64,0.0,0.9999999933687124,7.4112631573032965
283,5.66,5.66,0.0,0.9999999935591155,7.411609715154888
284,5.68,5.68,0.0,0.9999999940381324,7.406099404847787
285,5.7,5.7,0.0,0.9999999943733782,7.410885004577149
286,5.72,5.72,0.0,0.9999999947856483,7.411764207721251
287,5.74,5.74,0.0,0.9999999955160587,7.4081567102963515
288,5.76,5.76,0.0,0.9999999952412202,7.412785859560805
289,5.78,5.78,0.0,0.9999999954871082,7.416128502210946
290,5.8,5.8,0.0,0.9999999956821966,7.415912348521179
291,5.82,5.82,0.0,0.9999999962044613,7.411302237918801
292,5.84,5.84,0.0,0.9999999966700531,7.414993165371346
293,5.86,5.86,0.0,0.9999999964927307,7.416791739236682
294,5.88,5.88,0.0,0.9999999961525979,7.422537519325601
295,5.9,5.9,0.0,0.9999999965855743,7.42059278024947
296,5.92,5.92,0.0,0.9999999967277726,7.412394642805376
297,5.94,5.94,0.0,0.9999999964229943,7.411426141941974
298,5.96,5.96,0.0,0.9999999964066437,7.4098207698741465
299,5.98,5.98,0.0,0.9999999973505044,7.407356315319874
300,6.0,6.0,0.0,0.9999999975696363,7.4023108147576275
301,6.0200000000000005,6.0200000000000005,0.0,0.9999999977397187,7.399859590099769
302,6.04,6.04,0.0,0.9999999984864961,7.3979385540443525
303,6.0600000000000005,6.0600000000000005,0.0,0.9999999984813723,7.39177803111992
304,6.08,6.08,0.0,0.9999999982839863,7.38437813301274
305,6.1000000000000005,6.1000000000000005,0.0,0.9999999980926556,7.376874335272183
306,6.12,6.12,0.0,0.9999999980213624,7.372541190897868
307,6.140000000000001,6.140000000000001,0.0,0.9999999983346209,7.374784102775295
308,6.16,6.16,0.0,0.9999999985852593,7.378140863721277
309,6.18,6.18,0.0,0.9999999984835553,7.3686042294996845
310,6.2,6.2,0.0,0.9999999985927466,7.368736075222074
311,6.22,6.22,0.0,0.9999999985600089,7.363307418348572
312,6.24,6.24,0.0,0.9999999985851014,7.348520743563103
313,6.26,6.26,0.0,0.999999998695618,7.356948207018772
314,6.28,6.28,0.0,0.9999999987672429,7.3595107860141535
315,6.3,6.3,0.0,0.9999999988663112,7.364364035701312
316,6.32,6.32,0.0,0.9999999990712213,7.370953716786955
317,6.34,6.34,0.0,0.9999999992368253,7.375180647159598
318,6.36,6.36,0.0,0.9999999993867477,7.380026626451905
319,6.38,6.38,0.0,0.9999999992418303,7.371069509724879
320,6.4,6.4,0.0,0.9999999995131454,7.384127235738099
321,6.42,6.42,0.0,0.999999999646074,7.39099086961763
322,6.44,6.44,0.0,0.9999999997580512,7.397132176314723
323,6.46,6.46,0.0,0.9999999997036384,7.392870445538421
324,6.48,6.48,0.0,0.9999999996711172,7.388043230336194
325,6.5,6.5,0.0,0.9999999997132977,7.388338162957857
326,6.5200000000000005,6.5200000000000005,0.0,0.9999999997039981,7.387090559477971
327,6.54,6.54,0.0,0.9999999997526919,7.389461732224943
328,6.5600000000000005,6.5600000000000005,0.0,0.9999999997657859,7.388893652901772
329,6.58,6.58,0.0,0.9999999997971653,7.390087161461755
330,6.6000000000000005,6.6000000000000005,0.0,0.9999999997131144,7.382283246873848
331,6.62,6.62,0.0,0.9999999997949264,7.387318039317333
332,6.640000000000001,6.640000000000001,0.0,0.9999999997763445,7.385407667553766
333,6.66,6.66,0.0,0.9999999997748438,7.382658803106099
334,6.68,6.68,0.0,0.999999999783283,7.382429207184511
335,6.7,6.7,0.0,0.999999999835218,7.3869266013741415
336,6.72,6.72,0.0,0.999999999772743,7.378977995439551
337,6.74,6.74,0.0,0.9999999997450775,7.371904486579994
338,6.76,6.76,0.0,0.9999999997398352,7.368974284898736
339,6.78,6.78,0.0,0.9999999997266613,7.362981978785521
340,6.8,6.8,0.0,0.9999999997267496,7.356935086125415
341,6.82,6.82,0.0,0.9999999997608946,7.3632952950170845
342,6.84,6.84,0.0,0.9999999997521397,7.353158130769364
343,6.86,6.86,0.0,0.9999999997626579,7.3518599823001365
344,6.88,6.88,0.0,0.9999999997758906,7.349329903714809
345,6.9,6.9,0.0,0.9999999997884765,7.346747519214329
346,6.92,6.92,0.0,0.9999999997974048,7.353017239967901
347,6.94,6.94,0.0,0.9999999998189231,7.3631095229481955
348,6.96,6.96,0.0,0.9999999998372857,7.366874171734915
349,6.98,6.98,0.0,0.9999999998390579,7.364462653097033
350,7.0,7.0,0.0,0.9999999998446135,7.360759901152547
351,7.0200000000000005,7.0200000000000005,0.0,0.9999999998523412,7.360700150602059
352,7.04,7.04,0.0,0.9999999998698208,7.365217252947739
353,7.0600000000000005,7.0600000000000005,0.0,0.9999999998780524,7.366623383642959
354,7.08,7.08,0.0,0.99999999990295,7.373830019482202
355,7.1000000000000005,7.1000000000000005,0.0,0.9999999999338683,7.383224717060723
356,7.12,7.12,0.0,0.9999999999187683,7.375967148749346
357,7.140000000000001,7.140000000000001,0.0,0.9999999999300934,7.378744871205563
358,7.16,7.16,0.0,0.9999999999463385,7.383428616527631
359,7.18,7.18,0.0,0.9999999999690187,7.390790316881241
360,7.2,7.2,0.0,0.9999999999804655,7.394519315736017
361,7.22,7.22,0.0,0.9999999999827603,7.394951771083621
362,7.24,7.24,0.0,0.9999999999844015,7.395255106960966
363,7.26,7.26,0.0,0.999999999985581,7.395844743142311
364,7.28,7.28,0.0,0.9999999999901551,7.397699960779509
365,7.3,7.3,0.0,0.9999999999921618,7.39885107186052
366,7.32,7.32,0.0,0.9999999999932753,7.399920799629161
367,7.34,7.34,0.0,0.9999999999910435,7.400352087565514
368,7.36,7.36,0.0,0.9999999999896158,7.399581733641964
369,7.38,7.38,0.0,0.9999999999901243,7.400539049028755
370,7.4,7.4,0.0,0.9999999999891952,7.4006725823527
371,7.42,7.42,0.0,0.9999999999886542,7.40084161200472
372,7.44,7.44,0.0,0.9999999999901205,7.400948565363566
373,7.46,7.46,0.0,0.9999999999947983,7.400758694461527
374,7.48,7.48,0.0,0.9999999999961036,7.400639724578627
375,7.5,7.5,0.0,0.9999999999972323,7.400307921326474
376,7.5200000000000005,7.5200000000000005,0.0,0.9999999999967542,7.400940655796166
377,7.54,7.54,0.0,0.9999999999981156,7.400277907095384
378,7.5600000000000005,7.5600000000000005,0.0,0.9999999999983958,7.40010388734152
379,7.58,7.58,0.0,0.9999999999984586,7.400466573345616
380,7.6000000000000005,7.6000000000000005,0.0,0.999999999998763,7.400562371677434
381,7.62,7.62,0.0,0.9999999999992225,7.400478579705613
382,7.640000000000001,7.640000000000001,0.0,0.9999999999993889,7.4002313039682415
383,7.66,7.66,0.0,0.9999999999992749,7.40014702250911
384,7.68,7.68,0.0,0.9999999999992683,7.400140728954963
385,7.7,7.7,0.0,0.9999999999991455,7.400261320987883
386,7.72,7.72,0.0,0.999999999998944,7.401063097935686
387,7.74,7.74,0.0,0.9999999999990117,7.400905881789513
388,7.76,7.76,0.0,0.9999999999988245,7.400942953292938
389,7.78,7.78,0.0,0.9999999999990606,7.401335773694431
390,7.8,7.8,0.0,0.9999999999991241,7.401719831330395
391,7.82,7.82,0.0,0.9999999999993989,7.400815102578803
392,7.84,7.84,0.0,0.9999999999995144,7.400626121784586
393,7.86,7.86,0.0,0.999999999999481,7.400437251851356
394,7.88,7.88,0.0,0.9999999999994749,7.400621984681914
395,7.9,7.9,0.0,0.9999999999996523,7.400317028995911
396,7.92,7.92,0.0,0.9999999999996743,7.400391557949131
397,7.94,7.94,0.0,0.9999999999997066,7.400003192027893
398,7.96,7.96,0.0,0.9999999999996472,7.399935387564056
399,7.98,7.98,0.0,0.9999999999995758,7.399359595018564
400,8.0,8.0,0.0,0.9999999999996525,7.399344917933077
401,8.02,8.02,0.0,0.9999999999994564,7.398560141461744
402,8.040000000000001,8.040000000000001,0.0,0.9999999999993965,7.398252960832122
403,8.06,8.06,0.0,0.9999999999985909,7.395446755443917
404,8.08,8.08,0.0,0.9999999999990191,7.396714501282795
405,8.1,8.1,0.0,0.9999999999993407,7.3977135068058955
406,8.120000000000001,8.120000000000001,0.0,0.9999999999993936,7.397754698813883
407,8.14,8.14,0.0,0.9999999999996217,7.398542532741513
408,8.16,8.16,0.0,0.9999999999997462,7.398994169732243
409,8.18,8.18,0.0,0.9999999999997078,7.398783499617327
410,8.2,8.2,0.0,0.999999999999423,7.397326357986519
411,8.22,8.22,0.0,0.9999999999993405,7.396743694093886
412,8.24,8.24,0.0,0.9999999999996426,7.398174751709311
413,8.26,8.26,0.0,0.9999999999992898,7.396055799503658
414,8.28,8.28,0.0,0.9999999999994702,7.396903901631064
415,8.3,8.3,0.0,0.9999999999994674,7.396699754098969
416,8.32,8.32,0.0,0.9999999999995208,7.396868928491602
417,8.34,8.34,0.0,0.9999999999994422,7.396139164242414
418,8.36,8.36,0.0,0.9999999999994275,7.395800208466656
419,8.38,8.38,0.0,0.9999999999997743,7.398285036246326
420,8.4,8.4,0.0,0.999999999999828,7.39862330390344
421,8.42,8.42,0.0,0.9999999999998894,7.399076874521041
422,8.44,8.44,0.0,0.9999999999999054,7.399172410470419
423,8.46,8.46,0.0,0.9999999999998824,7.398910120036598
424,8.48,8.48,0.0,0.9999999999998566,7.398586791311451
425,8.5,8.5,0.0,0.9999999999999354,7.39933198634658
426,8.52,8.52,0.0,0.9999999999999218,7.399142552348553
427,8.540000000000001,8.540000000000001,0.0,0.9999999999999208,7.399090381964581
428,8.56,8.56,0.0,0.9999999999999072,7.398863063730397
429,8.58,8.58,0.0,0.9999999999998564,7.398118086578974
430,8.6,8.6,0.0,0.9999999999998548,7.397990682442416
431,8.620000000000001,8.620000000000001,0.0,0.9999999999998428,7.397695599601008
