step,t,t_over_T1,concurrence,xi2_ku,xi2_win,norm_j,fid_gg,fid_ge,fid_eg,fid_ee,fid_plusplus,fid_plusminus,fid_minusplus,fid_minusminus,fid_phi_plus,fid_phi_minus,fid_psi_plus,fid_psi_minus,best_match_label,steady_state_label,steady_state_fidelity,steady_state_close_to_one
0,0.0,0.0,0.0,0.9999999999999996,1.0,0.9999999999999998,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,1.0000000109457934,0.0,0.0,0.0,0.7071067811865472,0.0,0.7071067811865472,0.0,gg,gg,0.999831774699563,True
1,0.001,0.001,0.0,0.9980021134370679,1.0000048261858017,0.9989981466032275,0.4912350428450961,0.5004313693480321,0.5004313693480321,0.5077647307817698,0.9994311875595503,0.023836333957459183,0.023836333957459183,0.0010000000091576952,0.7063995142823142,0.011688257754614012,0.7070101729348615,0.03161844749051073,gg,gg,0.999831774699563,True
2,0.002,0.002,0.0,0.9960135720326052,1.0000074956022724,0.9980010552935158,0.524761754289674,0.5003329207970776,0.5003329207970776,0.4732431066250769,0.9983367387060272,0.040763263971287524,0.04076326422530626,0.0007000858195545245,0.7056949285209344,0.03645013071125318,0.7061666856848545,0.044661787867674746,gg,gg,0.999831774699563,True
3,0.003,0.003,0.0,0.9940206577764238,1.0000457401380862,0.9969830455999902,0.4981541343252712,0.5014925160397874,0.5014925160397874,0.49885165246474455,0.9984919998833967,0.03879653988455348,0.038796539638989075,0.0018512113763796397,0.7049823294722523,0.0032292172492870007,0.7070994075488654,0.05477148100860724,gg,gg,0.999831774699563,True
4,0.004,0.004,0.00046067953395433065,0.99202716087289,1.0000677825659727,0.9959718486402854,0.4895876840477401,0.5019198354639396,0.5019198354639396,0.5064156960091908,0.99791795555665,0.04555430302966295,0.04555430290547838,0.003066103389089755,0.704273586256223,0.0123155689069205,0.7069995238771369,0.06323539911946358,gg,gg,0.999831774699563,True
5,0.005,0.005,0.0004959063278456985,0.9900542923473349,1.0001014069564742,0.9949642727931827,0.47501290332331614,0.5019813230863315,0.5019813230863315,0.5199925424670488,0.9969825544442477,0.05481244807398306,0.054812447682284285,0.004123186505958602,0.7035697224206513,0.031924217315866546,0.7063857617115232,0.07063747664121874,gg,gg,0.999831774699563,True
6,0.006,0.006,0.0,0.9880349450548397,1.0001174637953127,0.9939410950108378,0.4911320135421994,0.502948874990944,0.502948874990944,0.5028659896678956,0.9969429246110836,0.055146746394172906,0.055146746394172906,0.004744155233001216,0.7028522359437431,0.009142905422662958,0.7070476697369363,0.0774514972668721,gg,gg,0.999831774699563,True
7,0.007,0.007,0.0,0.9861598852860156,1.0001802015777388,0.9929663688847669,0.45299391084432433,0.5015687484870907,0.5015687484870907,0.5400500882512204,0.9945968313907216,0.07331500205065647,0.07331500255182398,0.005193019346332245,0.70217783247127,0.06167560349750285,0.7044118965017686,0.08334445983143894,gg,gg,0.999831774699563,True
8,0.008,0.008,0.0,0.9843037582525632,1.0002085308608244,0.9920174108029483,0.43383099854340745,0.5000671753329882,0.5000671753329882,0.5582618606100567,0.9921416321589095,0.0883644664874399,0.08836446685212464,0.006200403431924602,0.7015158881545448,0.0879835153634609,0.7016116454451758,0.08874378100317616,gg,gg,0.999831774699563,True
9,0.009000000000000001,0.009000000000000001,0.0,0.9822131046741024,1.0002596995104518,0.9909379852638003,0.45052918399512343,0.5024225313155771,0.5024225313155771,0.5405244253700137,0.9934589047025539,0.08060667910239765,0.08060667938611955,0.006675128821870173,0.7007668395899476,0.06378900049390744,0.7042236600796566,0.09447664542687846,gg,gg,0.999831774699563,True
10,0.01,0.01,0.0,0.9802545501801024,1.000295515995148,0.9899317930348819,0.4465901354472082,0.5025911670064521,0.5025911670064521,0.5434716999213747,0.9926380182213925,0.0854791935921256,0.08547919360964826,0.00750899090558059,0.7000681584305835,0.06862077852804985,0.7037692723856334,0.09952172401848185,gg,gg,0.999831774699563,True
11,0.011,0.011,0.0,0.9781281984095461,1.000349210078926,0.9888309994245751,0.4702708020912185,0.5048592001305239,0.5048592001305239,0.5187289743089513,0.9938538604400318,0.07803190868490249,0.07803190889826328,0.008749466930854904,0.6993055194060761,0.03472990952093784,0.7062533776093867,0.10474631510558018,gg,gg,0.999831774699563,True
12,0.012,0.012,0.0,0.9761217751642896,1.000397809104323,0.9877922957014189,0.4727789776709984,0.5054906652368505,0.5054906652368505,0.51520715541341,0.9934770564508255,0.08034044141288069,0.08034044130173745,0.009704858249807062,0.6985875757238051,0.030557711975025235,0.7064461948647263,0.10943216640611778,gg,gg,0.999831774699563,True
13,0.013000000000000001,0.013000000000000001,0.0,0.9740908368368791,1.0004608732709688,0.9867330496199729,0.49690632748199265,0.5064243850299741,0.5064243850299741,0.49005386051166144,0.9933906996024601,0.08080757999290067,0.08080757970786899,0.010733089802578706,0.6978570609132805,0.00801292877180356,0.7070613785043681,0.11399790582934988,gg,gg,0.999831774699563,True
14,0.014,0.014,0.0,0.9720925982256129,1.0005155547044249,0.985693506907335,0.4967739018983285,0.5069147222884347,0.5069147222884347,0.4891734038632797,0.9928748928106277,0.08385692759352735,0.08385692778564251,0.011640668854821923,0.6971409380303474,0.008333577996152855,0.7070576719602025,0.11829843560985977,gg,gg,0.999831774699563,True
