step,t,Xi2_KU,Xi2_W,J_norm,t_T1
0,0.0,1.0000000000000002,0.9999999999999999,17.500000000000004,0.0
1,0.02,0.9279775175447935,0.9281319082374293,17.498544455540497,0.02
2,0.04,0.8654456404844437,0.8659758459411022,17.494641982328996,0.04
3,0.06,0.8108134049722043,0.8118605633433262,17.488710364054008,0.06
4,0.08,0.7627271660295704,0.7643700916168622,17.48118254199846,0.08
5,0.1,0.7200202283165211,0.7223096066459062,17.472243791800377,0.1
6,0.12,0.6819728485931519,0.684926316911712,17.462225699532304,0.12
7,0.14,0.6477064282355921,0.6513337547839636,17.45119736425496,0.14
8,0.16,0.6163515681911971,0.6206548666061398,17.439219828368238,0.16
9,0.18,0.5881040413829648,0.5930617446704524,17.42669090012686,0.18
10,0.2,0.5626029179207633,0.568193942921068,17.413670791539477,0.2
11,0.22,0.5390724091554892,0.5452802984073826,17.400070271812748,0.22
12,0.24,0.5174927299603542,0.524300445310537,17.385971318381948,0.24
13,0.26,0.4975963596183638,0.5049852150912743,17.371444130813348,0.26
14,0.28,0.4785678539195554,0.48652781669160405,17.356209136926772,0.28
15,0.3,0.46143899279412426,0.46993714637908013,17.3409932884597,0.3
16,0.32,0.4455152549041361,0.45453131557675763,17.325514098721655,0.32
17,0.34,0.43060314755362067,0.44011926754278896,17.309716508627222,0.34
18,0.36,0.4164772701307358,0.42648034804645213,17.29348374461961,0.36
19,0.38,0.4032297330120504,0.4136968765368229,17.277130686021884,0.38
20,0.4,0.3908514470848289,0.401763907373429,17.26063339173335,0.4
21,0.42,0.3795873072017568,0.3909240272571041,17.244305300820457,0.42
22,0.44,0.36883463963207086,0.3805796200535268,17.227746677529534,0.44
23,0.46,0.3586023551189257,0.37074681814601257,17.210876382289978,0.46
24,0.48,0.3487552859239124,0.36128716741129613,17.193703514358056,0.48
25,0.5,0.33938232689722125,0.3522876574603726,17.176377094026506,0.5
26,0.52,0.33070716483375806,0.34397109253174485,17.15918839390429,0.52
27,0.54,0.3227227956865307,0.33633005522608406,17.14222412498612,0.54
28,0.56,0.3150009652618784,0.32894287232746344,17.124998101907128,0.56
29,0.58,0.3076197581075169,0.3218874229596244,17.107630748386182,0.58
30,0.6,0.30031402810852265,0.3149010391618938,17.089740644742484,0.6
31,0.62,0.2935389985488417,0.3084311239088678,17.07213216252996,0.62
32,0.64,0.2872294116598654,0.3024168747470215,17.054725098921548,0.64
33,0.66,0.28126356777155254,0.29673808713809335,17.037342053128317,0.66
34,0.68,0.2751242741379289,0.29088077367879295,17.019198044491986,0.68
35,0.7000000000000001,0.2694538898645679,0.28548207084011923,17.001374799848442,0.7000000000000001
36,0.72,0.26383470308196805,0.28012928475604254,16.983155463435637,0.72
37,0.74,0.25874795250922156,0.275302530933091,16.965435325941577,0.74
38,0.76,0.2536354798508644,0.27044218147123167,16.94724748012093,0.76
39,0.78,0.24865052990724026,0.26570215507482275,16.92889502644148,0.78
40,0.8,0.24409077861010892,0.2613815040685769,16.910999101053818,0.8
41,0.8200000000000001,0.23983405380047923,0.2573614067470858,16.893264017905793,0.8200000000000001
42,0.84,0.2357812941863331,0.25354020187409,16.875653818664375,0.84
43,0.86,0.23168335079477553,0.24966699431593894,16.857613665861216,0.86
44,0.88,0.2277971585416585,0.24600248936365685,16.839663032817114,0.88
45,0.9,0.22396449382953154,0.2423846136962665,16.821533723207907,0.9
46,0.92,0.22022837758351504,0.23885922394971584,16.80328798585164,0.92
47,0.9400000000000001,0.2168334534887058,0.23567476695232795,16.78550541937543,0.9400000000000001
48,0.96,0.21325245332838413,0.23229182474336998,16.76708028411823,0.96
49,0.98,0.21002571835744227,0.2292672846322965,16.74909000513202,0.98
50,1.0,0.2070232144926042,0.22646768853816027,16.731360136739283,1.0
51,1.02,0.2042018806592095,0.22385122894072587,16.713749759218928,1.02
52,1.04,0.20129676887827855,0.22113891351508058,16.695807938562957,1.04
53,1.06,0.19842168094269744,0.21845396363356265,16.677703490480297,1.06
54,1.08,0.19588013594013262,0.21611062419401222,16.660069821850342,1.08
55,1.1,0.19326827182458975,0.2136893769787546,16.642129165557293,1.1
56,1.12,0.19074886957889042,0.2113577650114787,16.62418530109603,1.12
57,1.1400000000000001,0.18839270360558846,0.20919211889863143,16.60641421750943,1.1400000000000001
58,1.16,0.18603502361757202,0.20701748099468273,16.58850731455909,1.16
59,1.18,0.1838501501159669,0.2050217605767483,16.57078249944936,1.18
60,1.2,0.18169610473822023,0.2030539451323887,16.552982569303893,1.2
61,1.22,0.1796402461270425,0.20118578351694874,16.535219540188606,1.22
62,1.24,0.17761232943750657,0.19934255663348288,16.517405769314827,1.24
63,1.26,0.17541433061600345,0.19731211820420977,16.499092361546754,1.26
64,1.28,0.1732736932235984,0.19533756811139205,16.480792859423115,1.28
65,1.3,0.17133336306129848,0.1935708382564659,16.462784957256105,1.3
66,1.32,0.16944467279086553,0.1918572569535095,16.444783625199076,1.32
67,1.34,0.1679059102822617,0.19051519346327986,16.4273777728152,1.34
68,1.36,0.16622874633160212,0.18901864281259168,16.40959204583116,1.36
69,1.3800000000000001,0.1646948535672341,0.18767416690285463,16.39200152578581,1.3800000000000001
70,1.4000000000000001,0.16311942247844122,0.18628087248148634,16.374223154594784,1.4000000000000001
71,1.42,0.16128401184367872,0.1846002514894046,16.355836229779953,1.42
72,1.44,0.1598092830384411,0.18330922569400745,16.338086144151568,1.44
73,1.46,0.15841875571187017,0.18210579495757961,16.32042844353837,1.46
74,1.48,0.15710710285154,0.1809838390116385,16.302870948942093,1.48
75,1.5,0.1559443341522148,0.18002494610853023,16.28551817252953,1.5
76,1.52,0.15434655811866135,0.17858417312451763,16.267218280394605,1.52
77,1.54,0.15271600073068803,0.17709699077604324,16.248814560321044,1.54
78,1.56,0.15172173468659694,0.17631360319829162,16.231590053743716,1.56
79,1.58,0.15064982071417649,0.17544205614841993,16.214148192752326,1.58
80,1.6,0.14955267984755338,0.17454228871082986,16.196574317530512,1.6
81,1.62,0.14834651293194137,0.1735178702119926,16.17874450780103,1.62
82,1.6400000000000001,0.14734854845265943,0.17271736376192326,16.161286437871293,1.6400000000000001
83,1.6600000000000001,0.14606290484556628,0.17159039030442794,16.14323304973578,1.6600000000000001
84,1.68,0.1453638441730923,0.17112234425357326,16.12624192212079,1.68
85,1.7,0.14414783045314117,0.1700688387998064,16.108211493844987,1.7
86,1.72,0.14315494629449485,0.16926593036798596,16.090555048763317,1.72
87,1.74,0.14250619845478787,0.1688503574571714,16.073512346660422,1.74
88,1.76,0.141657403956714,0.16820700257594282,16.056043096007844,1.76
89,1.78,0.1409541929046184,0.1677256843244349,16.038808516900104,1.78
90,1.8,0.14004310338924855,0.16700537688457134,16.021142400214213,1.8
91,1.82,0.13934349561087483,0.16652536564917692,16.00383076635792,1.82
92,1.84,0.13885871588438878,0.16629191092281345,15.986874779563113,1.84
93,1.86,0.1383820745030745,0.16606429385770888,15.969909576961445,1.86
94,1.8800000000000001,0.13767685461503187,0.16557928458367957,15.952461856650812,1.8800000000000001
95,1.9000000000000001,0.13709756227639336,0.16523507264983614,15.93522091759806,1.9000000000000001
96,1.92,0.13607123195334167,0.16436915915773834,15.917158534830357,1.92
97,1.94,0.13526781067143215,0.16375618822957827,15.899486071087228,1.94
98,1.96,0.13462949662000237,0.16333824708952696,15.882060891319195,1.96
99,1.98,0.1340869606125726,0.1630302268788242,15.8647779387749,1.98
100,2.0,0.1331472128304786,0.1622559108114531,15.846777593820185,2.0
101,2.02,0.13237529964471162,0.16167442828210793,15.829056885916998,2.02
102,2.04,0.13182286146997077,0.16134103586719853,15.811740317892124,2.04
103,2.06,0.13129127412124858,0.16103358525370542,15.79442161024747,2.06
104,2.08,0.13046196492532236,0.16037344901190825,15.77657557153936,2.08
105,2.1,0.12960222222342066,0.1596745811444631,15.758662904906368,2.1
106,2.12,0.12922911448579494,0.15955539385732137,15.74154554173702,2.12
107,2.14,0.12831779589330256,0.1587928061948568,15.723517124371847,2.14
108,2.16,0.12777525425302116,0.15847746912155836,15.706051532717586,2.16
109,2.18,0.12698737268346838,0.15785301992074405,15.688227090551134,2.18
110,2.2,0.12691783157692255,0.15808673619500047,15.671586238474262,2.2
111,2.22,0.1266047508176123,0.1580393985281236,15.654481947026747,2.22
112,2.24,0.12600484642756596,0.15764869983823274,15.636884562628122,2.24
113,2.2600000000000002,0.12553296088088187,0.15739732161096254,15.619550436792474,2.2600000000000002
114,2.2800000000000002,0.12475864687519797,0.15678289472274,15.601697921215944,2.2800000000000002
115,2.3000000000000003,0.12422254130085748,0.156451769508603,15.584235952762013,2.3000000000000003
116,2.32,0.12375394821415947,0.15620481318628193,15.566863922189253,2.32
117,2.34,0.12319584568701075,0.15585398556767255,15.549318627163807,2.34
118,2.36,0.12285699582978658,0.15576958550043443,15.532117118955709,2.36
119,2.38,0.12240211703325775,0.1555437642502152,15.514723513066917,2.38
120,2.4,0.12175875979962941,0.15507839978289445,15.4970589327182,2.4
121,2.42,0.12132552656504027,0.15487444644780607,15.479701752203823,2.42
122,2.44,0.121294753890726,0.15515375828877598,15.463009678621274,2.44
123,2.46,0.12137263911380611,0.15558299036096968,15.446424849240486,2.46
124,2.48,0.12124964779281502,0.155756293087997,15.429555393832345,2.48
125,2.5,0.12100143835572062,0.1557770171232699,15.412482886700769,2.5
126,2.52,0.12059433279535599,0.15559832278746197,15.395173289005022,2.52
127,2.54,0.12053528219297088,0.1558410593918565,15.378429063832964,2.54
128,2.56,0.1202702194436721,0.1558346789334638,15.361348030573042,2.56
129,2.58,0.1201117047366341,0.15597018384117334,15.344395097839511,2.58
130,2.6,0.12026840469991512,0.15649794339016732,15.327918086474986,2.6
131,2.62,0.12026754060007307,0.15683330251249827,15.311195235591537,2.62
132,2.64,0.12021407078302346,0.1571106841386364,15.29436840250424,2.64
133,2.66,0.12052067829638725,0.15783431480781823,15.278098735376865,2.66
134,2.68,0.12049505840471511,0.15813139132968584,15.261371197540944,2.68
135,2.7,0.11996363989279793,0.1577928613951511,15.243896715046228,2.7
136,2.72,0.11968936388048194,0.15777669899335398,15.226805234753627,2.72
137,2.74,0.1195090185983699,0.15788930349020505,15.209826049337751,2.74
138,2.7600000000000002,0.11886421028521343,0.15739555059213767,15.192232825864917,2.7600000000000002
139,2.7800000000000002,0.11903401425058052,0.15795238942303136,15.175762286972617,2.7800000000000002
140,2.8000000000000003,0.1189356314517886,0.1581650284525445,15.158924999680623,2.8000000000000003
141,2.82,0.11830569118238123,0.1577029580710136,15.141324688204177,2.82
142,2.84,0.11852013450812744,0.1583194987868576,15.124931674539937,2.84
143,2.86,0.11870854381202296,0.15891005755888554,15.108486419345438,2.86
144,2.88,0.11879294678462893,0.15936363119948999,15.091912841102948,2.88
145,2.9,0.11889156640107452,0.15982997758808476,15.075384698153488,2.9
146,2.92,0.11919432443201698,0.16056624404968328,15.059128155647217,2.92
147,2.94,0.1191004337988714,0.16079656822005226,15.042306195869855,2.94
