step,t,Xi2_KU,Xi2_W,J_norm,t_T1
0,0.0,1.0000000000000002,0.9999999999999999,28.000000000000004,0.0
1,0.02,0.9271428318062285,0.9272385945782321,27.998554114339903,0.02
2,0.04,0.8645110467134729,0.864849390317731,27.994522570566502,0.04
3,0.06,0.8095566494069516,0.810219808397202,27.98853899145101,0.06
4,0.08,0.7610156475420369,0.7620546577563418,27.980905881349425,0.08
5,0.1,0.7184595121762664,0.7199036449841355,27.971901959814478,0.1
6,0.12,0.6801569058033995,0.6820189909583408,27.961750146312955,0.12
7,0.14,0.6459343430225192,0.6482160746983685,27.95067477872496,0.14
8,0.16,0.6149546952416126,0.6176481454081774,27.938877710260098,0.16
9,0.18,0.5867467497611548,0.589847415308731,27.926302990002327,0.18
10,0.2,0.5607600668457282,0.5642644059376898,27.912912849201394,0.2
11,0.22,0.5372932160702003,0.5411804094113551,27.89925193037487,0.22
12,0.24,0.5154431958595351,0.519704818924906,27.884952359621053,0.24
13,0.26,0.495134537344012,0.4997576342429905,27.870179310902007,0.26
14,0.28,0.47660857201673484,0.48157928489613233,27.85510877856502,0.28
15,0.3,0.4595936058586083,0.46489607951180856,27.839842564658074,0.3
16,0.32,0.443823430815179,0.44944199170354593,27.824404785062484,0.32
17,0.34,0.4290645532030598,0.43498953841771093,27.808612882059652,0.34
18,0.36,0.415406779337942,0.42162178195476135,27.792808128964545,0.36
19,0.38,0.4022543739614626,0.4087534414825601,27.77645120803181,0.38
20,0.4,0.39003697667122705,0.3968055360839579,27.760095530315738,0.4
21,0.42,0.37850803159745133,0.38553960336470366,27.7434180753123,0.42
22,0.44,0.3678707678889255,0.3751511121591433,27.72687979112022,0.44
23,0.46,0.3575674903422511,0.3650920119671761,27.70985566770747,0.46
24,0.48,0.3480674462091613,0.35582324214396294,27.693056477898754,0.48
25,0.5,0.3390791488880943,0.3470562667517295,27.676226556792322,0.5
26,0.52,0.33037470273827635,0.33857045165130906,27.65891707552029,0.52
27,0.54,0.32221128051932124,0.33061895210047204,27.641558139968893,0.54
